ALGORITHM, DISTANCE, TIME
Borda+, 600.1894, 375.00000
Borda+_Chanas, 599.96, 4781.25000
Borda+_Local-Search, 599.283, 4968.75000
Score-Then-Borda+, 600.1894, 515.62500
Score-Then-Borda+_Chanas, 599.96, 4875.00000
Score-Then-Borda+_Local-Search, 599.282, 5109.37500
Relaxed-Linear-Program, 599.282, 22843.75000
Relaxed-Linear-Program_Chanas, 599.282, 27218.75000
Relaxed-Linear-Program_Local-Search, 599.282, 27156.25000
Local-Search, 599.284, 4718.75000
Local-Search_Chanas, 599.284, 9062.50000
Chanas, 601.4172, 4234.37500
Chanas_Local-Search, 599.296, 8843.75000
Copeland, 615.4302, 4265.62500
Copeland_Chanas, 599.5504, 8468.75000
Copeland_Local-Search, 599.2918, 9000.00000
QS-Rand, 613.2984, 4531.25000
QS-Rand_Chanas, 600.8196, 8765.62500
QS-Rand_Local-Search, 599.2986, 9671.87500
QS-Det, 608.632, 4218.75000
QS-Det_Chanas, 601.3844, 8500.00000
QS-Det_Local-Search, 599.282, 8921.87500
IS, 614.4986, 4265.62500
IS_Chanas, 600.4616, 8546.87500
IS_Local-Search, 599.2986, 9890.62500
Opt, 599.282, 20937.50000
Score-Then-Adjust-1.0, 599.282, 31890.62500
Score-Then-Adjust-1.0_Chanas, 599.282, 36203.12500
Score-Then-Adjust-1.0_Local-Search, 599.282, 36187.50000
